1332179616956,630,3
1332179616968,623,17
1332179616979,618,29
1332179616995,615,40
1332179617003,612,47
1332179617016,610,53
1332179617028,609,58
1332179617040,609,61
1332179617056,609,65
1332179617064,608,67
1332179617076,608,70
1332179617088,607,73
1332179617101,607,75
1332179617113,607,77
1332179617126,607,78
1332179617587,607,78
1332179617590,607,78
1332179620583,607,139
1332179628505,606,139
1332179628529,605,139
1332179628532,604,138
1332179628548,602,136
1332179628564,601,132
1332179628564,598,128
1332179628579,596,125
1332179628595,593,120
1332179628610,590,112
1332179628626,585,100
1332179628626,582,85
1332179628642,576,65
1332179628657,571,45
1332179628673,569,25
1332179628673,567,5
1332179630442,674,3
1332179630454,676,5
1332179630466,677,6
1332179630478,678,6
1332179630490,679,7
1332179630514,680,7
1332179630551,681,9
1332179630563,681,11
1332179630575,682,12
1332179630588,682,13
1332179630600,683,13
1332179630672,683,12
1332179630684,684,10
1332179630696,684,6
1332179630708,684,3
1332179635792,52,0
1332179635808,42,9
1332179635816,38,13
1332179635829,34,15
1332179635841,34,16
1332179635853,34,17
1332179635868,34,18
1332179635878,34,20
1332179635890,35,21
1332179635902,38,23
1332179635914,44,26
1332179635928,49,30
1332179635938,54,36
1332179635950,58,44
1332179635962,63,51
1332179635974,69,57
1332179635988,73,65
1332179635998,80,73
1332179636010,83,77
1332179636022,89,82
1332179636034,92,85
1332179636048,94,87
1332179636059,95,89
1332179636071,97,91
1332179636086,98,91
1332179636095,98,92
1332179636119,99,92
1332179636167,99,89
1332179636180,99,86
1332179636192,99,82
1332179636204,99,79
1332179636216,99,75
1332179636228,100,71
1332179636240,102,69
1332179636252,104,67
1332179636264,105,65
1332179636277,107,64
1332179636289,108,63
1332179636301,109,62
1332179636314,110,61
1332179636325,111,60
1332179636337,112,60
1332179636349,113,59
1332179636362,114,58
1332179636374,116,58
1332179636388,117,58
1332179636398,118,57
1332179636410,119,57
1332179636434,121,57
1332179636459,122,57
1332179636482,123,57
1332179636569,123,58
1332179636931,123,57
1332179636943,123,56
1332179636954,123,55
1332179636967,123,54
1332179636979,123,53
1332179636991,123,52
1332179637003,124,50
1332179637015,130,46
1332179637027,144,39
1332179637039,168,27
1332179637051,217,11
-1,-1,-1
,,
-1,-1,-1
,,
-1,-1,-1
,,
