1332179557196,122,309
1332179557765,123,309
1332179557777,125,308
1332179557789,130,304
1332179557802,138,299
1332179557817,152,290
1332179557825,168,280
1332179557837,187,267
1332179557849,211,250
1332179557861,233,239
1332179557873,263,220
1332179557885,287,200
1332179557896,314,182
1332179557909,342,161
1332179557921,368,146
1332179557933,387,131
1332179557945,403,120
1332179557957,418,109
1332179557970,429,102
1332179557982,439,98
1332179557994,445,93
1332179558006,449,91
1332179558018,451,90
1332179558030,453,90
1332179558042,455,89
1332179558055,456,89
1332179558067,458,88
1332179558080,459,88
1332179558091,460,88
1332179558139,460,87
1332179559799,460,87
1332179559799,460,87
1332179562141,460,148
1332179562839,460,148
1332179562840,460,148
1332179562877,460,148
1332179562896,460,148
1332179563394,460,148
1332179564035,460,147
1332179564047,458,145
1332179564059,456,144
1332179564071,450,140
1332179564083,445,137
1332179564095,435,128
1332179564107,421,120
1332179564119,405,111
1332179564131,378,98
1332179564144,350,87
1332179564156,323,81
1332179564168,294,77
1332179564180,265,73
1332179564193,229,73
1332179564204,193,73
1332179564217,151,77
1332179564230,116,84
1332179564241,94,89
1332179564254,74,97
1332179564266,60,106
1332179564277,50,112
1332179564288,42,118
1332179564301,34,128
1332179564313,26,137
1332179564324,19,146
1332179564337,13,156
1332179564349,8,164
1332179564361,3,172
1332179564373,1,174
1332179564651,1,160
1332179564664,3,159
1332179564676,5,158
1332179564688,7,158
1332179564700,11,158
1332179564712,16,158
1332179564724,22,158
1332179564736,32,160
1332179564749,37,162
1332179564761,42,165
1332179564773,47,173
1332179564785,51,178
1332179564797,56,184
1332179564809,58,190
1332179564821,59,193
1332179564833,62,196
1332179564845,63,198
1332179564858,64,200
1332179564870,65,201
1332179564875,67,201
1332179564890,68,203
1332179564906,69,204
1332179564906,70,205
1332179564921,70,207
1332179564937,71,209
1332179564953,72,213
1332179564953,73,216
1332179564968,76,222
1332179564984,78,224
1332179564999,80,226
1332179564999,82,227
1332179565015,83,227
1332179565031,85,227
1332179565046,87,225
1332179565062,91,222
1332179565062,95,217
1332179565077,101,211
1332179565093,106,207
1332179565109,111,201
1332179565124,113,199
1332179565124,115,196
1332179565140,116,195
1332179565155,117,194
1332179565171,118,193
1332179565171,118,192
1332179565187,118,189
1332179565202,118,187
1332179565218,118,184
1332179565218,118,180
1332179565233,118,174
1332179565249,115,166
1332179565265,112,157
1332179565280,110,148
1332179565296,109,138
1332179565305,105,127
1332179565317,105,114
1332179565329,105,98
1332179565342,105,83
1332179565354,105,72
1332179565366,105,63
1332179565378,105,56
1332179565390,105,53
1332179565402,105,49
1332179565414,105,47
1332179565426,105,46
1332179565438,105,45
1332179565475,105,44
1332179565643,106,44
1332179565728,107,44
1332179565753,108,44
1332179565887,108,45
1332179565899,108,47
1332179565911,108,48
1332179565924,107,49
1332179566673,109,49
1332179566685,112,48
1332179566697,114,48
1332179566709,116,48
1332179566721,118,48
1332179566733,120,48
1332179566745,122,48
1332179566757,124,48
1332179566770,126,48
1332179566891,127,48
1332179566903,128,48
1332179567278,127,48
1332179567290,126,48
1332179567980,125,48
1332179567992,124,48
1332179568004,122,48
1332179568018,121,48
1332179568030,119,48
1332179568586,119,49
1332179568611,119,50
1332179568633,119,51
1332179568658,119,52
1332179568672,119,53
1332179568694,119,54
1332179568718,119,55
1332179568743,119,56
1332179569022,118,56
1332179569058,118,55
1332179569072,118,54
1332179569094,118,53
1332179569109,118,52
1332179569126,118,51
1332179569434,118,51
1332179569724,118,52
1332179569737,118,53
1332179569749,117,56
1332179569760,115,58
1332179569772,114,63
1332179569784,111,75
1332179569796,107,90
1332179569808,106,108
1332179569820,102,128
1332179569832,100,145
1332179569844,99,159
1332179569857,99,172
1332179569869,99,179
1332179569881,99,188
1332179569893,99,193
1332179569906,99,199
1332179569917,100,204
1332179569929,101,208
1332179569941,101,209
1332179569953,101,210
1332179570099,102,210
1332179570101,102,207
1332179570117,103,203
1332179570132,105,200
1332179570132,106,196
1332179570148,107,192
1332179570163,108,191
1332179570195,108,189
1332179570210,108,188
1332179570226,108,187
1332179570241,108,186
1332179570273,108,185
1332179570304,107,185
1332179570319,106,185
1332179570335,104,185
1332179570351,103,184
1332179570351,101,183
1332179570366,100,182
1332179570382,99,181
1332179570401,98,180
1332179570413,96,179
1332179570426,95,178
1332179570438,93,177
1332179570449,92,177
1332179570462,90,177
1332179570474,89,177
1332179570485,88,177
1332179571079,84,178
1332179571090,82,182
1332179571102,81,184
1332179571114,78,186
1332179571126,78,189
1332179571139,77,191
1332179571151,76,194
1332179571163,76,197
1332179571175,76,200
1332179571187,76,202
1332179571199,76,203
1332179571212,77,203
1332179571223,79,203
1332179571236,82,203
1332179571248,85,202
1332179571260,88,201
1332179571272,91,198
1332179571284,92,197
1332179571296,92,196
1332179571308,92,195
1332179571320,93,194
1332179571333,93,192
1332179571357,93,190
1332179571369,93,187
1332179571383,93,185
1332179571395,93,184
1332179571405,92,184
1332179571417,91,184
1332179571430,90,183
1332179571442,88,183
1332179571456,86,183
1332179571469,85,183
1332179571482,84,183
1332179571495,83,184
1332179571511,82,185
1332179571528,81,187
1332179571542,81,188
1332179571555,81,190
1332179571571,81,191
1332179571585,81,192
1332179571611,82,192
1332179571628,83,192
1332179571646,85,192
1332179571664,86,192
1332179572035,86,193
1332179572053,87,194
1332179572071,90,196
1332179572086,93,197
1332179572098,97,198
1332179572110,100,198
1332179572121,103,198
1332179572131,105,197
1332179572143,108,196
